regime,vrp,instrument,premium_$/side/day,concurrent_pairs,L1_hedge_equity,L2_tail_buffer,L3_loss_buffer,total_capital_$,expected_weekly_aggregate_PnL,p05_weekly_aggregate_PnL,weeks_to_burn_30k_at_E[PnL]
calm,0.2,straddle_30d,1000,1000,4551719,0,0,5917235,8694916,8601549,
calm,0.2,straddle_30d,1500,1,4528,0,0,5887,15623,12553,
calm,0.2,straddle_30d,1500,4,18114,0,0,23549,62495,56354,
calm,0.2,straddle_30d,1500,8,36229,0,0,47098,124990,116305,
calm,0.2,straddle_30d,1500,12,54344,0,0,70647,187485,176849,
calm,0.2,straddle_30d,1500,25,113216,0,0,147181,390594,375242,
calm,0.2,straddle_30d,1500,50,226433,0,0,294363,781188,759477,
calm,0.2,straddle_30d,1500,100,452866,0,0,588726,1562376,1531672,
calm,0.2,straddle_30d,1500,250,1132167,0,0,1471817,3905942,3857394,
calm,0.2,straddle_30d,1500,500,2264334,0,0,2943634,7811884,7743227,
calm,0.2,straddle_30d,1500,1000,4528669,0,0,5887269,15623768,15526673,
calm,0.2,strangle_7d,250,1,1620,6835,1669,13163,-1669,-4612,17
calm,0.2,strangle_7d,250,4,6482,13671,6677,34880,-6677,-12564,4
calm,0.2,strangle_7d,250,8,12965,19334,13354,59350,-13354,-21680,2
calm,0.2,strangle_7d,250,12,19448,23679,20031,82107,-20031,-30228,1
calm,0.2,strangle_7d,250,25,40516,34178,41732,151356,-41732,-56451,0
calm,0.2,strangle_7d,250,50,81033,48335,83465,276685,-83465,-104280,0
calm,0.2,strangle_7d,250,100,162067,68356,166930,516561,-166930,-196367,0
calm,0.2,strangle_7d,250,250,405169,108081,417326,1209751,-417326,-463870,0
calm,0.2,strangle_7d,250,500,810339,152849,834653,2337196,-834653,-900476,0
calm,0.2,strangle_7d,250,1000,1620679,216162,1669307,4557994,-1669307,-1762394,0
calm,0.2,strangle_7d,400,1,1620,3751,0,6983,460,-2414,
calm,0.2,strangle_7d,400,4,6482,7502,0,18180,1841,-3908,
calm,0.2,strangle_7d,400,8,12965,10609,0,30647,3683,-4448,
calm,0.2,strangle_7d,400,12,19448,12994,0,42175,5525,-4433,
calm,0.2,strangle_7d,400,25,40516,18755,0,77054,11512,-2863,
calm,0.2,strangle_7d,400,50,81033,26524,0,139826,23024,2694,
calm,0.2,strangle_7d,400,100,162067,37511,0,259453,46048,17297,
calm,0.2,strangle_7d,400,250,405169,59310,0,603825,115120,69662,
calm,0.2,strangle_7d,400,500,810339,83878,0,1162483,230241,165953,
calm,0.2,strangle_7d,400,1000,1620679,118621,0,2261092,460482,369565,
calm,0.2,strangle_7d,600,1,1620,0,0,2106,3277,376,
calm,0.2,strangle_7d,600,4,6482,0,0,8427,13111,7307,
calm,0.2,strangle_7d,600,8,12965,0,0,16855,26223,18015,
calm,0.2,strangle_7d,600,12,19448,0,0,25282,39334,29282,
calm,0.2,strangle_7d,600,25,40516,0,0,52672,81947,67438,
calm,0.2,strangle_7d,600,50,81033,0,0,105344,163894,143375,
calm,0.2,strangle_7d,600,100,162067,0,0,210688,327788,298770,
calm,0.2,strangle_7d,600,250,405169,0,0,526720,819471,773589,
calm,0.2,strangle_7d,600,500,810339,0,0,1053441,1638942,1574056,
calm,0.2,strangle_7d,600,1000,1620679,0,0,2106883,3277885,3186122,
calm,0.2,strangle_7d,800,1,1620,0,0,2106,6039,3111,
calm,0.2,strangle_7d,800,4,6482,0,0,8427,24159,18303,
calm,0.2,strangle_7d,800,8,12965,0,0,16855,48318,40036,
calm,0.2,strangle_7d,800,12,19448,0,0,25282,72477,62334,
calm,0.2,strangle_7d,800,25,40516,0,0,52672,150994,136354,
calm,0.2,strangle_7d,800,50,81033,0,0,105344,301988,281284,
calm,0.2,strangle_7d,800,100,162067,0,0,210688,603976,574696,
calm,0.2,strangle_7d,800,250,405169,0,0,526720,1509940,1463645,
calm,0.2,strangle_7d,800,500,810339,0,0,1053441,3019881,2954409,
calm,0.2,strangle_7d,800,1000,1620679,0,0,2106883,6039763,5947171,
calm,0.2,strangle_7d,1000,1,1620,0,0,2106,8859,5957,
calm,0.2,strangle_7d,1000,4,6482,0,0,8427,35437,29633,
calm,0.2,strangle_7d,1000,8,12965,0,0,16855,70875,62667,
calm,0.2,strangle_7d,1000,12,19448,0,0,25282,106313,96260,
calm,0.2,strangle_7d,1000,25,40516,0,0,52672,221487,206976,
calm,0.2,strangle_7d,1000,50,81033,0,0,105344,442974,422452,
calm,0.2,strangle_7d,1000,100,162067,0,0,210688,885949,856927,
calm,0.2,strangle_7d,1000,250,405169,0,0,526720,2214874,2168986,
calm,0.2,strangle_7d,1000,500,810339,0,0,1053441,4429749,4364853,
calm,0.2,strangle_7d,1000,1000,1620679,0,0,2106883,8859498,8767721,
calm,0.2,strangle_7d,1500,1,1620,0,0,2106,15839,12901,
calm,0.2,strangle_7d,1500,4,6482,0,0,8427,63359,57482,
calm,0.2,strangle_7d,1500,8,12965,0,0,16855,126718,118408,
calm,0.2,strangle_7d,1500,12,19448,0,0,25282,190077,179899,
calm,0.2,strangle_7d,1500,25,40516,0,0,52672,395995,381304,
calm,0.2,strangle_7d,1500,50,81033,0,0,105344,791990,771214,
calm,0.2,strangle_7d,1500,100,162067,0,0,210688,1583980,1554599,
calm,0.2,strangle_7d,1500,250,405169,0,0,526720,3959951,3913495,
calm,0.2,strangle_7d,1500,500,810339,0,0,1053441,7919903,7854204,
calm,0.2,strangle_7d,1500,1000,1620679,0,0,2106883,15839806,15746895,
calm,0.2,daily_strangle,250,1,260,6805,2140,11968,-2140,-4653,14
calm,0.2,daily_strangle,250,4,1043,13610,8562,30181,-8562,-13587,3
calm,0.2,daily_strangle,250,8,2086,19248,17124,49997,-17124,-24231,1
calm,0.2,daily_strangle,250,12,3129,23574,25686,68107,-25686,-34390,1
calm,0.2,daily_strangle,250,25,6519,34027,53513,122278,-53513,-66076,0
calm,0.2,daily_strangle,250,50,13038,48121,107027,218644,-107027,-124794,0
calm,0.2,daily_strangle,250,100,26077,68054,214054,400642,-214054,-239181,0
calm,0.2,daily_strangle,250,250,65194,107603,535135,920314,-535135,-574864,0
calm,0.2,daily_strangle,250,500,130389,152174,1070270,1758685,-1070270,-1126456,0
calm,0.2,daily_strangle,250,1000,260779,215207,2140541,3401486,-2140541,-2219999,0
calm,0.2,daily_strangle,400,1,260,3625,0,5051,21,-2448,
calm,0.2,daily_strangle,400,4,1043,7250,0,10781,85,-4853,
calm,0.2,daily_strangle,400,8,2086,10253,0,16041,171,-6813,
calm,0.2,daily_strangle,400,12,3129,12557,0,20393,256,-8297,
calm,0.2,daily_strangle,400,25,6519,18125,0,32038,535,-11812,
calm,0.2,daily_strangle,400,50,13038,25633,0,50274,1070,-16391,
calm,0.2,daily_strangle,400,100,26077,36251,0,81027,2141,-22553,
calm,0.2,daily_strangle,400,250,65194,57318,0,159267,5353,-33692,
calm,0.2,daily_strangle,400,500,130389,81060,0,274885,10707,-44512,
calm,0.2,daily_strangle,400,1000,260779,114636,0,488040,21414,-56678,
calm,0.2,daily_strangle,600,1,260,0,0,339,2771,281,
calm,0.2,daily_strangle,600,4,1043,0,0,1356,11087,6107,
calm,0.2,daily_strangle,600,8,2086,0,0,2712,22175,15131,
calm,0.2,daily_strangle,600,12,3129,0,0,4068,33262,24636,
calm,0.2,daily_strangle,600,25,6519,0,0,8475,69297,56846,
calm,0.2,daily_strangle,600,50,13038,0,0,16950,138594,120986,
calm,0.2,daily_strangle,600,100,26077,0,0,33901,277188,252287,
calm,0.2,daily_strangle,600,250,65194,0,0,84753,692972,653599,
calm,0.2,daily_strangle,600,500,130389,0,0,169506,1385944,1330263,
calm,0.2,daily_strangle,600,1000,260779,0,0,339013,2771889,2693144,
calm,0.2,daily_strangle,800,1,260,0,0,339,5614,3062,
calm,0.2,daily_strangle,800,4,1043,0,0,1356,22457,17353,
calm,0.2,daily_strangle,800,8,2086,0,0,2712,44914,37696,
calm,0.2,daily_strangle,800,12,3129,0,0,4068,67371,58531,
calm,0.2,daily_strangle,800,25,6519,0,0,8475,140358,127598,
calm,0.2,daily_strangle,800,50,13038,0,0,16950,280716,262671,
calm,0.2,daily_strangle,800,100,26077,0,0,33901,561433,535913,
calm,0.2,daily_strangle,800,250,65194,0,0,84753,1403583,1363232,
calm,0.2,daily_strangle,800,500,130389,0,0,169506,2807166,2750101,
calm,0.2,daily_strangle,800,1000,260779,0,0,339013,5614333,5533631,
calm,0.2,daily_strangle,1000,1,260,0,0,339,8400,5947,
calm,0.2,daily_strangle,1000,4,1043,0,0,1356,33603,28697,
calm,0.2,daily_strangle,1000,8,2086,0,0,2712,67207,60268,
calm,0.2,daily_strangle,1000,12,3129,0,0,4068,100811,92312,
calm,0.2,daily_strangle,1000,25,6519,0,0,8475,210023,197756,
calm,0.2,daily_strangle,1000,50,13038,0,0,16950,420046,402699,
calm,0.2,daily_strangle,1000,100,26077,0,0,33901,840092,815559,
calm,0.2,daily_strangle,1000,250,65194,0,0,84753,2100230,2061441,
calm,0.2,daily_strangle,1000,500,130389,0,0,169506,4200461,4145605,
calm,0.2,daily_strangle,1000,1000,260779,0,0,339013,8400922,8323344,
calm,0.2,daily_strangle,1500,1,260,0,0,339,15356,12845,
calm,0.2,daily_strangle,1500,4,1043,0,0,1356,61427,56404,
calm,0.2,daily_strangle,1500,8,2086,0,0,2712,122855,115751,
calm,0.2,daily_strangle,1500,12,3129,0,0,4068,184283,175582,
calm,0.2,daily_strangle,1500,25,6519,0,0,8475,383924,371365,
calm,0.2,daily_strangle,1500,50,13038,0,0,16950,767848,750087,
calm,0.2,daily_strangle,1500,100,26077,0,0,33901,1535696,1510578,
calm,0.2,daily_strangle,1500,250,65194,0,0,84753,3839241,3799527,
calm,0.2,daily_strangle,1500,500,130389,0,0,169506,7678483,7622318,
calm,0.2,daily_strangle,1500,1000,260779,0,0,339013,15356967,15277537,
calm,0.2,perp_delta_only,250,1,0,6453,1578,10441,-1578,-4662,19
calm,0.2,perp_delta_only,250,4,0,12906,6314,24987,-6314,-12482,4
calm,0.2,perp_delta_only,250,8,0,18252,12629,40146,-12629,-21351,2
calm,0.2,perp_delta_only,250,12,0,22355,18944,53688,-18944,-29627,1
calm,0.2,perp_delta_only,250,25,0,32266,39466,93253,-39466,-54886,0
calm,0.2,perp_delta_only,250,50,0,45632,78933,161935,-78933,-100739,0
calm,0.2,perp_delta_only,250,100,0,64533,157866,289120,-157866,-188705,0
calm,0.2,perp_delta_only,250,250,0,102037,394666,645714,-394666,-443427,0
calm,0.2,perp_delta_only,250,500,0,144302,789333,1213726,-789333,-858291,0
calm,0.2,perp_delta_only,250,1000,0,204074,1578666,2317563,-1578666,-1676188,0
calm,0.2,perp_delta_only,400,1,0,3487,0,4534,584,-2429,
calm,0.2,perp_delta_only,400,4,0,6975,0,9068,2336,-3691,
calm,0.2,perp_delta_only,400,8,0,9865,0,12824,4672,-3852,
calm,0.2,perp_delta_only,400,12,0,12082,0,15707,7008,-3431,
calm,0.2,perp_delta_only,400,25,0,17439,0,22671,14600,-468,
calm,0.2,perp_delta_only,400,50,0,24663,0,32062,29200,7889,
calm,0.2,perp_delta_only,400,100,0,34879,0,45343,58400,28262,
calm,0.2,perp_delta_only,400,250,0,55149,0,71693,146000,98348,
calm,0.2,perp_delta_only,400,500,0,77992,0,101390,292000,224611,
calm,0.2,perp_delta_only,400,1000,0,110298,0,143387,584000,488697,
calm,0.2,perp_delta_only,600,1,0,0,0,0,3339,281,
calm,0.2,perp_delta_only,600,4,0,0,0,0,13357,7241,
calm,0.2,perp_delta_only,600,8,0,0,0,0,26714,18065,
calm,0.2,perp_delta_only,600,12,0,0,0,0,40072,29478,
calm,0.2,perp_delta_only,600,25,0,0,0,0,83483,68192,
calm,0.2,perp_delta_only,600,50,0,0,0,0,166966,145342,
calm,0.2,perp_delta_only,600,100,0,0,0,0,333933,303352,
calm,0.2,perp_delta_only,600,250,0,0,0,0,834833,786481,
calm,0.2,perp_delta_only,600,500,0,0,0,0,1669666,1601286,
calm,0.2,perp_delta_only,600,1000,0,0,0,0,3339333,3242628,
calm,0.2,perp_delta_only,800,1,0,0,0,0,6142,3063,
calm,0.2,perp_delta_only,800,4,0,0,0,0,24570,18412,
calm,0.2,perp_delta_only,800,8,0,0,0,0,49141,40432,
calm,0.2,perp_delta_only,800,12,0,0,0,0,73712,63046,
calm,0.2,perp_delta_only,800,25,0,0,0,0,153566,138172,
calm,0.2,perp_delta_only,800,50,0,0,0,0,307133,285362,
calm,0.2,perp_delta_only,800,100,0,0,0,0,614266,583477,
calm,0.2,perp_delta_only,800,250,0,0,0,0,1535666,1486984,
calm,0.2,perp_delta_only,800,500,0,0,0,0,3071333,3002486,
calm,0.2,perp_delta_only,800,1000,0,0,0,0,6142666,6045303,
calm,0.2,perp_delta_only,1000,1,0,0,0,0,8968,5891,
calm,0.2,perp_delta_only,1000,4,0,0,0,0,35872,29718,
calm,0.2,perp_delta_only,1000,8,0,0,0,0,71744,63041,
calm,0.2,perp_delta_only,1000,12,0,0,0,0,107616,96957,
calm,0.2,perp_delta_only,1000,25,0,0,0,0,224200,208815,
calm,0.2,perp_delta_only,1000,50,0,0,0,0,448400,426643,
calm,0.2,perp_delta_only,1000,100,0,0,0,0,896800,866031,
calm,0.2,perp_delta_only,1000,250,0,0,0,0,2242000,2193350,
calm,0.2,perp_delta_only,1000,500,0,0,0,0,4484000,4415198,
calm,0.2,perp_delta_only,1000,1000,0,0,0,0,8968000,8870700,
calm,0.2,perp_delta_only,1500,1,0,0,0,0,15884,12779,
calm,0.2,perp_delta_only,1500,4,0,0,0,0,63536,57326,
calm,0.2,perp_delta_only,1500,8,0,0,0,0,127072,118290,
calm,0.2,perp_delta_only,1500,12,0,0,0,0,190608,179853,
calm,0.2,perp_delta_only,1500,25,0,0,0,0,397100,381576,
calm,0.2,perp_delta_only,1500,50,0,0,0,0,794200,772247,
calm,0.2,perp_delta_only,1500,100,0,0,0,0,1588400,1557353,
calm,0.2,perp_delta_only,1500,250,0,0,0,0,3971000,3921911,
calm,0.2,perp_delta_only,1500,500,0,0,0,0,7942000,7872579,
calm,0.2,perp_delta_only,1500,1000,0,0,0,0,15884000,15785823,
mod,0.2,straddle_30d,250,1,5861,12653,4995,30564,-4995,-8758,6
mod,0.2,straddle_30d,250,4,23446,25307,19981,89356,-19981,-27508,1
mod,0.2,straddle_30d,250,8,46893,35790,39962,159440,-39962,-50607,0
mod,0.2,straddle_30d,250,12,70339,43834,59944,226353,-59944,-72980,0
mod,0.2,straddle_30d,250,25,146541,63269,124883,435102,-124883,-143700,0
mod,0.2,straddle_30d,250,50,293082,89476,249767,822023,-249767,-276378,0
mod,0.2,straddle_30d,250,100,586164,126538,499535,1575909,-499535,-537169,0
mod,0.2,straddle_30d,250,250,1465410,200074,1248839,3788622,-1248839,-1308343,0
mod,0.2,straddle_30d,250,500,2930821,282948,2497678,7424882,-2497678,-2581829,0
mod,0.2,straddle_30d,250,1000,5861642,400149,4995357,14634294,-4995357,-5114365,0
mod,0.2,straddle_30d,400,1,5861,9619,2852,23833,-2852,-6639,10
mod,0.2,straddle_30d,400,4,23445,19239,11408,70321,-11408,-18982,2
mod,0.2,straddle_30d,400,8,46890,27209,22816,125991,-22816,-33527,1
mod,0.2,straddle_30d,400,12,70336,33324,34224,179250,-34224,-47343,0
mod,0.2,straddle_30d,400,25,146533,48099,71301,345714,-71301,-90236,0
mod,0.2,straddle_30d,400,50,293066,68023,142602,654800,-142602,-169380,0
mod,0.2,straddle_30d,400,100,586133,96199,285204,1257799,-285204,-323074,0
mod,0.2,straddle_30d,400,250,1465334,152105,713010,3029586,-713010,-772889,0
mod,0.2,straddle_30d,400,500,2930669,215109,1426021,5943340,-1426021,-1510702,0
mod,0.2,straddle_30d,400,1000,5861338,304211,2852042,11722870,-2852042,-2971799,0
mod,0.2,straddle_30d,600,1,5858,5747,39,15137,-39,-3820,766
mod,0.2,straddle_30d,600,4,23432,11494,156,45608,-156,-7720,191
mod,0.2,straddle_30d,600,8,46864,16255,313,82463,-313,-11009,95
mod,0.2,straddle_30d,600,12,70297,19908,469,117878,-469,-13569,63
mod,0.2,straddle_30d,600,25,146452,28736,978,229016,-978,-19887,30
mod,0.2,straddle_30d,600,50,292904,40639,1956,436150,-1956,-28697,15
mod,0.2,straddle_30d,600,100,585809,57472,3912,841352,-3912,-41730,7
mod,0.2,straddle_30d,600,250,1464523,90871,9782,2034730,-9782,-69577,3
mod,0.2,straddle_30d,600,500,2929046,128512,19564,4000260,-19564,-104127,1
mod,0.2,straddle_30d,600,1000,5858092,181743,39129,7902655,-39129,-158719,0
mod,0.2,straddle_30d,800,1,5855,1677,0,9793,2713,-1052,
mod,0.2,straddle_30d,800,4,23422,3355,0,34811,10852,3321,
mod,0.2,straddle_30d,800,8,46844,4745,0,67067,21705,11054,
mod,0.2,straddle_30d,800,12,70267,5812,0,98903,32557,19513,
mod,0.2,straddle_30d,800,25,146390,8389,0,201213,67828,49000,
mod,0.2,straddle_30d,800,50,292780,11864,0,396037,135656,109030,
mod,0.2,straddle_30d,800,100,585560,16778,0,783040,271313,233658,
mod,0.2,straddle_30d,800,250,1463900,26529,0,1937558,678283,618746,
mod,0.2,straddle_30d,800,500,2927800,37518,0,3854915,1356567,1272368,
mod,0.2,straddle_30d,800,1000,5855601,53059,0,7681259,2713134,2594059,
mod,0.2,straddle_30d,1000,1,5853,0,0,7609,5585,1757,
mod,0.2,straddle_30d,1000,4,23413,0,0,30438,22340,14684,
mod,0.2,straddle_30d,1000,8,46827,0,0,60876,44680,33853,
mod,0.2,straddle_30d,1000,12,70241,0,0,91314,67020,53760,
mod,0.2,straddle_30d,1000,25,146337,0,0,190238,139627,120487,
mod,0.2,straddle_30d,1000,50,292674,0,0,380477,279254,252186,
mod,0.2,straddle_30d,1000,100,585349,0,0,760954,558508,520228,
mod,0.2,straddle_30d,1000,250,1463374,0,0,1902387,1396270,1335745,
mod,0.2,straddle_30d,1000,500,2926749,0,0,3804774,2792540,2706945,
mod,0.2,straddle_30d,1000,1000,5853499,0,0,7609549,5585081,5464031,
mod,0.2,straddle_30d,1500,1,5858,0,0,7615,12605,8909,
mod,0.2,straddle_30d,1500,4,23432,0,0,30462,50423,43030,
mod,0.2,straddle_30d,1500,8,46865,0,0,60925,100847,90391,
mod,0.2,straddle_30d,1500,12,70298,0,0,91387,151270,138465,
mod,0.2,straddle_30d,1500,25,146454,0,0,190391,315147,296665,
mod,0.2,straddle_30d,1500,50,292909,0,0,380782,630295,604157,
mod,0.2,straddle_30d,1500,100,585819,0,0,761565,1260590,1223625,
mod,0.2,straddle_30d,1500,250,1464549,0,0,1903913,3151477,3093030,
mod,0.2,straddle_30d,1500,500,2929098,0,0,3807827,6302954,6220297,
mod,0.2,straddle_30d,1500,1000,5858196,0,0,7615654,12605909,12489014,
mod,0.2,strangle_7d,250,1,2152,11782,4619,24120,-4619,-8277,6
mod,0.2,strangle_7d,250,4,8609,23565,18477,65847,-18477,-25793,1
mod,0.2,strangle_7d,250,8,17218,33326,36954,113749,-36954,-47300,0
mod,0.2,strangle_7d,250,12,25828,40816,55431,158699,-55431,-68102,0
mod,0.2,strangle_7d,250,25,53809,58913,115482,296666,-115482,-133772,0
mod,0.2,strangle_7d,250,50,107618,83316,230964,548468,-230964,-256830,0
mod,0.2,strangle_7d,250,100,215236,117826,461929,1033490,-461929,-498508,0
mod,0.2,strangle_7d,250,250,538090,186300,1154824,2442980,-1154824,-1212661,0
mod,0.2,strangle_7d,250,500,1076181,263468,2309648,4744089,-2309648,-2391442,0
mod,0.2,strangle_7d,250,1000,2152363,372600,4619297,9287540,-4619297,-4734970,0
mod,0.2,strangle_7d,400,1,2152,8899,2429,17524,-2429,-6209,12
mod,0.2,strangle_7d,400,4,8609,17798,9716,46961,-9716,-17277,3
mod,0.2,strangle_7d,400,8,17218,25170,19432,80368,-19432,-30125,1
mod,0.2,strangle_7d,400,12,25828,30827,29148,111545,-29148,-42245,1
mod,0.2,strangle_7d,400,25,53809,44495,60726,206740,-60726,-79629,0
mod,0.2,strangle_7d,400,50,107618,62926,121453,379597,-121453,-148186,0
mod,0.2,strangle_7d,400,100,215236,88990,242907,711274,-242907,-280713,0
mod,0.2,strangle_7d,400,250,538090,140706,607267,1671885,-607267,-667044,0
mod,0.2,strangle_7d,400,500,1076181,198989,1214535,3236618,-1214535,-1299072,0
mod,0.2,strangle_7d,400,1000,2152363,281413,2429070,6321702,-2429070,-2548623,0
mod,0.2,strangle_7d,600,1,2152,4821,0,9066,344,-3375,
mod,0.2,strangle_7d,600,4,8609,9643,0,23728,1376,-6063,
mod,0.2,strangle_7d,600,8,17218,13637,0,40113,2752,-7768,
mod,0.2,strangle_7d,600,12,25828,16703,0,55290,4128,-8756,
mod,0.2,strangle_7d,600,25,53809,24108,0,101293,8600,-9997,
mod,0.2,strangle_7d,600,50,107618,34094,0,184227,17201,-9100,
mod,0.2,strangle_7d,600,100,215236,48217,0,342490,34402,-2793,
mod,0.2,strangle_7d,600,250,538090,76238,0,798628,86006,27193,
mod,0.2,strangle_7d,600,500,1076181,107817,0,1539199,172013,88839,
mod,0.2,strangle_7d,600,1000,2152363,152477,0,2996293,344026,226400,
mod,0.2,strangle_7d,800,1,2152,947,0,4029,3124,-603,
mod,0.2,strangle_7d,800,4,8609,1894,0,13655,12499,5042,
mod,0.2,strangle_7d,800,8,17218,2679,0,25867,24998,14453,
mod,0.2,strangle_7d,800,12,25828,3281,0,37842,37498,24582,
mod,0.2,strangle_7d,800,25,53809,4735,0,76108,78120,59478,
mod,0.2,strangle_7d,800,50,107618,6697,0,148610,156241,129877,
mod,0.2,strangle_7d,800,100,215236,9471,0,292120,312483,275199,
mod,0.2,strangle_7d,800,250,538090,14976,0,718987,781209,722257,
mod,0.2,strangle_7d,800,500,1076181,21179,0,1426570,1562418,1479048,
mod,0.2,strangle_7d,800,1000,2152363,29953,0,2837011,3124837,3006933,
mod,0.2,strangle_7d,1000,1,2152,0,0,2798,5960,2239,
mod,0.2,strangle_7d,1000,4,8609,0,0,11192,23840,16398,
mod,0.2,strangle_7d,1000,8,17218,0,0,22384,47680,37156,
mod,0.2,strangle_7d,1000,12,25828,0,0,33576,71520,58631,
mod,0.2,strangle_7d,1000,25,53809,0,0,69951,149002,130397,
mod,0.2,strangle_7d,1000,50,107618,0,0,139903,298004,271693,
mod,0.2,strangle_7d,1000,100,215236,0,0,279807,596008,558799,
mod,0.2,strangle_7d,1000,250,538090,0,0,699518,1490020,1431187,
mod,0.2,strangle_7d,1000,500,1076181,0,0,1399036,2980040,2896838,
mod,0.2,strangle_7d,1000,1000,2152363,0,0,2798072,5960080,5842415,
mod,0.2,strangle_7d,1500,1,2152,0,0,2798,12971,9373,
mod,0.2,strangle_7d,1500,4,8609,0,0,11192,51884,44689,
mod,0.2,strangle_7d,1500,8,17218,0,0,22384,103769,93593,
mod,0.2,strangle_7d,1500,12,25828,0,0,33576,155654,143191,
mod,0.2,strangle_7d,1500,25,53809,0,0,69951,324280,306291,
mod,0.2,strangle_7d,1500,50,107618,0,0,139903,648560,623120,
mod,0.2,strangle_7d,1500,100,215236,0,0,279807,1297120,1261143,
mod,0.2,strangle_7d,1500,250,538090,0,0,699518,3242801,3185916,
mod,0.2,strangle_7d,1500,500,1076181,0,0,1399036,6485603,6405155,
mod,0.2,strangle_7d,1500,1000,2152363,0,0,2798072,12971206,12857436,
mod,0.2,daily_strangle,250,1,417,12147,5256,23167,-5256,-8380,5
mod,0.2,daily_strangle,250,4,1668,24295,21025,61085,-21025,-27273,1
mod,0.2,daily_strangle,250,8,3336,34358,42050,103669,-42050,-50886,0
mod,0.2,daily_strangle,250,12,5005,42080,63075,143210,-63075,-73897,0
mod,0.2,daily_strangle,250,25,10427,60738,131408,263345,-131408,-147028,0
mod,0.2,daily_strangle,250,50,20854,85896,262816,480437,-262816,-284906,0
mod,0.2,daily_strangle,250,100,41709,121476,525632,895463,-525632,-556872,0
mod,0.2,daily_strangle,250,250,104273,192070,1314080,2093551,-1314080,-1363476,0
mod,0.2,daily_strangle,250,500,208546,271628,2628161,4040837,-2628161,-2698017,0
mod,0.2,daily_strangle,250,1000,417092,384141,5256323,7874824,-5256323,-5355114,0
mod,0.2,daily_strangle,400,1,417,8968,3114,16249,-3114,-6246,9
mod,0.2,daily_strangle,400,4,1668,17936,12457,41680,-12457,-18720,2
mod,0.2,daily_strangle,400,8,3336,25365,24914,69702,-24914,-33772,1
mod,0.2,daily_strangle,400,12,5005,31066,37371,95476,-37371,-48220,0
mod,0.2,daily_strangle,400,25,10427,44840,77857,173063,-77857,-93516,0
mod,0.2,daily_strangle,400,50,20854,63414,155714,311979,-155714,-177860,0
mod,0.2,daily_strangle,400,100,41709,89681,311429,575666,-311429,-342747,0
mod,0.2,daily_strangle,400,250,104273,141799,778573,1332039,-778573,-828091,0
mod,0.2,daily_strangle,400,500,208546,200534,1557146,2556095,-1557146,-1627176,0
mod,0.2,daily_strangle,400,1000,417092,283599,3114292,4959479,-3114292,-3213330,0
mod,0.2,daily_strangle,600,1,417,4989,282,7396,-282,-3396,106
mod,0.2,daily_strangle,600,4,1668,9979,1129,16610,-1129,-7357,26
mod,0.2,daily_strangle,600,8,3336,14113,2258,25621,-2258,-11065,13
mod,0.2,daily_strangle,600,12,5005,17285,3387,33381,-3387,-14174,8
mod,0.2,daily_strangle,600,25,10427,24949,7057,55164,-7057,-22627,4
mod,0.2,daily_strangle,600,50,20854,35283,14114,91329,-14114,-36133,2
mod,0.2,daily_strangle,600,100,41709,49898,28229,155788,-28229,-59369,1
mod,0.2,daily_strangle,600,250,104273,78896,70574,329867,-70574,-119810,0
mod,0.2,daily_strangle,600,500,208546,111576,141149,599653,-141149,-210778,0
mod,0.2,daily_strangle,600,1000,417092,157792,282298,1114338,-282298,-380769,0
mod,0.2,daily_strangle,800,1,417,1263,0,2184,2437,-628,
mod,0.2,daily_strangle,800,4,1668,2526,0,5453,9750,3617,
mod,0.2,daily_strangle,800,8,3336,3573,0,8983,19501,10827,
mod,0.2,daily_strangle,800,12,5005,4376,0,12195,29251,18628,
mod,0.2,daily_strangle,800,25,10427,6316,0,21767,60941,45608,
mod,0.2,daily_strangle,800,50,20854,8933,0,38724,121882,100198,
mod,0.2,daily_strangle,800,100,41709,12633,0,70645,243765,213099,
mod,0.2,daily_strangle,800,250,104273,19975,0,161522,609413,560927,
mod,0.2,daily_strangle,800,500,208546,28249,0,307833,1218827,1150257,
mod,0.2,daily_strangle,800,1000,417092,39950,0,594155,2437655,2340682,
mod,0.2,daily_strangle,1000,1,417,0,0,542,5277,2092,
mod,0.2,daily_strangle,1000,4,1668,0,0,2168,21111,14741,
mod,0.2,daily_strangle,1000,8,3336,0,0,4337,42223,33213,
mod,0.2,daily_strangle,1000,12,5005,0,0,6506,63334,52300,
mod,0.2,daily_strangle,1000,25,10427,0,0,13555,131947,116021,
mod,0.2,daily_strangle,1000,50,20854,0,0,27111,263895,241372,
mod,0.2,daily_strangle,1000,100,41709,0,0,54222,527790,495937,
mod,0.2,daily_strangle,1000,250,104273,0,0,135555,1319476,1269113,
mod,0.2,daily_strangle,1000,500,208546,0,0,271110,2638953,2567728,
mod,0.2,daily_strangle,1000,1000,417092,0,0,542220,5277907,5177179,
mod,0.2,daily_strangle,1500,1,417,0,0,542,12347,9242,
mod,0.2,daily_strangle,1500,4,1668,0,0,2168,49389,43180,
mod,0.2,daily_strangle,1500,8,3336,0,0,4337,98779,89997,
mod,0.2,daily_strangle,1500,12,5005,0,0,6506,148169,137413,
mod,0.2,daily_strangle,1500,25,10427,0,0,13555,308685,293161,
mod,0.2,daily_strangle,1500,50,20854,0,0,27111,617371,595417,
